name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand
BMW_BMW_535_d_xDrive_M_Sportpaket+Head_Up+Panorama++,privat,Angebot,18400,test,kombi,2011,automatik,313,5er,150000,11,diesel,bmw
Volkswagen_Vento_1.8_CLX,privat,Angebot,999,test,limousine,1995,manuell,75,andere,150000,10,benzin,volkswagen
"Audi_A3_2.0_TDI_Sportback_DPF_S_tronic_Navi_Xenon_19""",privat,Angebot,12899,test,kombi,2009,automatik,140,a3,150000,9,diesel,audi
BMW_318d_DPF,privat,Angebot,10500,control,limousine,2010,manuell,143,3er,150000,5,diesel,bmw
Smart_smart_&_pulse_cdi_TÜV_neu,privat,Angebot,2250,control,kleinwagen,2001,,41,fortwo,150000,10,diesel,smart
Volkswagen_Golf_1.4_Trendline,privat,Angebot,8500,test,limousine,2010,manuell,80,golf,50000,3,benzin,volkswagen
"BMW_130i_LCI_M_Paket_ab_Werk_Xenon_Schiebedach_18""",privat,Angebot,14900,test,limousine,2007,manuell,265,1er,150000,10,benzin,bmw
Golf_3_75PS_Klima_Schiebedach,privat,Angebot,500,control,kleinwagen,1994,manuell,75,golf,150000,3,benzin,volkswagen
VW_Lupo_1_0_l_Tuev_6/2017_viele_Neuteile_verbaut,privat,Angebot,1200,test,kleinwagen,2002,manuell,45,lupo,150000,9,benzin,volkswagen
Audi_A3_1.8_Ambiente,privat,Angebot,1250,control,limousine,1996,manuell,125,a3,150000,9,benzin,audi
VW_Polo_Coupe_86c_in_rot__guter_Zustand__alltagsauto,privat,Angebot,370,test,kleinwagen,1992,manuell,54,polo,125000,10,benzin,volkswagen
A6_Avant_Quattro,privat,Angebot,1000,test,kombi,1999,manuell,165,a6,150000,0,,audi
AB_SOFORT_Renault_19__Chamade__R19__88PS__Ph2__TÜV_05/17,privat,Angebot,350,control,limousine,1993,manuell,88,r19,150000,3,benzin,renault
BMW_325d_Coupe,privat,Angebot,8600,control,coupe,2007,manuell,197,3er,150000,4,diesel,bmw
Opel_zafira,privat,Angebot,2100,test,,2017,manuell,0,zafira,150000,12,diesel,opel
Volkswagen_Golf_Cabrio,privat,Angebot,2222,test,cabrio,1991,manuell,98,golf,150000,3,benzin,volkswagen
Caddy_14d_1.6SDI,privat,Angebot,850,control,,1985,manuell,54,caddy,150000,0,diesel,volkswagen
BMW_325i_Aut.,privat,Angebot,11800,test,limousine,2005,automatik,218,3er,150000,11,benzin,bmw
Ford_C_Max_zu_verkaufen!,privat,Angebot,4000,control,bus,2008,manuell,115,c_max,125000,6,diesel,ford
Mercedes_Benz_CDI_Kombi_Elegance,privat,Angebot,4650,test,kombi,2005,automatik,150,c_klasse,150000,8,diesel,mercedes_benz
Peugeot_206_1.4i_TÜV_NEU+8_Fach_Bereift+PANORAMADACH+4_TÜRER+,privat,Angebot,1450,test,kleinwagen,1999,manuell,75,2_reihe,150000,8,benzin,peugeot
TÜV_NEU!_Top_Anfaengerauto!_Corsa_1.4,privat,Angebot,900,test,,2017,manuell,60,corsa,150000,0,benzin,opel
Mondeo_TDCI_Bj._2002,privat,Angebot,800,control,kombi,2002,manuell,115,mondeo,150000,12,diesel,ford
Seat_Cordoba_Vario_1.9_TDI_TÜV_NEU!!_Gruene_Plakette!_VHB!,privat,Angebot,1600,test,kombi,2000,manuell,90,cordoba,150000,11,,seat
Volkswagen_Golf_V_1.4_Top_Zustand_*TÜV*,privat,Angebot,2800,control,limousine,2004,manuell,75,golf,100000,9,benzin,volkswagen
Mercedes_Benz_C_200_T_CDI_Avantgarde_DPF,privat,Angebot,5499,control,kombi,2004,manuell,122,c_klasse,150000,9,diesel,mercedes_benz
BMW_323i,privat,Angebot,5500,control,limousine,2000,manuell,170,3er,150000,5,benzin,bmw
Mondeo_Tddi_Teile_gesucht,privat,Angebot,0,test,kombi,2001,manuell,115,mondeo,150000,0,,ford
Suzuki_LJ_80_fuer_Bastler,privat,Angebot,1000,control,suv,1982,manuell,41,andere,150000,11,benzin,suzuki
Audi_A4_Avant_2.0_TDI_Attraction_150PS_Xenon+_Navi+,privat,Angebot,22290,control,kombi,2013,manuell,150,a4,50000,8,diesel,audi
ich_verkaufe_einen_Golf_5,privat,Angebot,3750,control,,2005,,75,golf,150000,0,,volkswagen
Lancia_Phedra_2.0_16v_JTD_Emblema,privat,Angebot,1440,control,bus,2003,manuell,109,andere,150000,11,diesel,lancia
Renault_Clio_1.4_RXE,privat,Angebot,1150,control,kleinwagen,2000,manuell,75,clio,150000,3,benzin,renault
Volkswagen_Golf_2.0_GTD_Bremsen+Scheiben+TÜV_NEU_NAVI,privat,Angebot,15700,test,limousine,2011,manuell,170,golf,90000,3,diesel,volkswagen
BMW_316i,privat,Angebot,899,control,coupe,1995,manuell,102,3er,150000,8,benzin,bmw
Mercedes_E_Klasse_kotfuegel_richt,privat,Angebot,130,test,kombi,1998,,0,e_klasse,150000,0,,mercedes_benz
Bmw_320i_Touring_mit_Lederausstattung_in_schwarz__Vollaustattung.,privat,Angebot,9200,test,kombi,2006,manuell,150,3er,150000,1,benzin,bmw
Mercedes_Benz_Sprinter_313_CDI_Doka_3_5t,privat,Angebot,3350,test,bus,2000,manuell,130,sprinter,150000,12,diesel,mercedes_benz
Renault_Clio_II_1.2_i_16V,privat,Angebot,2700,control,kleinwagen,2006,manuell,75,clio,125000,6,benzin,renault
Mazda_Premacy_1.9,privat,Angebot,800,test,bus,2001,automatik,114,andere,150000,4,benzin,mazda
Nissan_350_Z,privat,Angebot,10200,control,coupe,2008,manuell,0,andere,90000,6,benzin,nissan
Audi_A6_2.0_TDI_DPF_multitronic,privat,Angebot,9800,control,limousine,2008,automatik,140,a6,150000,10,diesel,audi
Volkswagen_Golf_2.0_GTI_DSG,privat,Angebot,14700,control,limousine,2012,automatik,211,golf,60000,12,benzin,volkswagen
Schicker__roter__Sportflitzer_GOLF_4_1_6,privat,Angebot,1200,control,limousine,1997,manuell,101,golf,150000,1,benzin,volkswagen
Mitsubishi_Colt_1300_GLi_|_original_65.500_Km_|_TÜV_neu,privat,Angebot,895,test,limousine,1995,manuell,75,colt,70000,3,benzin,mitsubishi
Volkswagen_6n,privat,Angebot,950,test,kleinwagen,1995,manuell,54,polo,150000,5,benzin,volkswagen
Subaru_Impreza_2.5i_US_Modell_sehr_selten___RS_STI_WRX__,privat,Angebot,8000,test,limousine,2006,manuell,177,impreza,150000,0,,subaru
BMW_540ia_M_packet_Shadowline,privat,Angebot,6799,test,limousine,2002,automatik,286,5er,150000,2,lpg,bmw
Opel_Corsa_MIT_TÜV__Geringer_Verbrauch__ALUFELGEN_!!!,privat,Angebot,500,control,kleinwagen,1999,manuell,56,corsa,150000,8,benzin,opel
Volkswagen_Polo_1.2_TSI_DSG_MATCH,privat,Angebot,11919,test,kleinwagen,2012,automatik,90,polo,30000,11,benzin,volkswagen
Porsche_Cayman_2.9___PCM/Navi___Sport_Chrono___TÜV_neu,privat,Angebot,25900,test,coupe,2009,manuell,265,andere,125000,5,benzin,porsche
vw_golf_3_90ps_lederausstattung,privat,Angebot,300,control,kleinwagen,1993,manuell,90,golf,150000,8,benzin,volkswagen
Audi_A1_1.6_TDI_Attraction,privat,Angebot,10800,control,kleinwagen,2010,manuell,105,a1,125000,12,diesel,audi
Opel_Vectra_Edition_2000_klimaautomatic_Standheizung___gepflegt,privat,Angebot,650,test,limousine,2002,manuell,101,vectra,150000,1,benzin,opel
BMW_318i_touring,privat,Angebot,800,test,kombi,2000,manuell,118,3er,150000,9,benzin,bmw
Volkswagen_Lupo_1.4_TDI,privat,Angebot,1690,test,kleinwagen,2001,manuell,75,lupo,150000,5,diesel,volkswagen
Megane_CC,privat,Angebot,3650,test,cabrio,2004,manuell,113,megane,150000,9,benzin,renault
Citroën_Berlingo_L1_1.6_HDi_75_Niveau_B,privat,Angebot,4850,test,bus,2009,manuell,75,berlingo,80000,1,diesel,citroen
Mitsubishi_Colt_Tuev_07/2016,privat,Angebot,450,control,,2016,manuell,0,,150000,3,benzin,mitsubishi
Mercedes__C220__CDI,privat,Angebot,1450,control,limousine,1999,manuell,0,c_klasse,5000,8,,mercedes_benz
Volkswagen_Passat_Variant_2.0_TDI,privat,Angebot,4500,control,kombi,2007,manuell,140,passat,150000,11,diesel,volkswagen
Volkswagen_Passat_Variant_2.0_5V_Comfortline_Family,privat,Angebot,3900,control,kombi,2003,manuell,131,passat,150000,4,benzin,volkswagen
Volkswagen_Caravelle_Lang_DSG_Navi_Standheiz._VOLL,privat,Angebot,26999,test,bus,2013,automatik,140,transporter,80000,10,diesel,volkswagen
Volkswagen_Passat_Variant_1.6,privat,Angebot,750,control,kombi,2000,manuell,101,passat,150000,3,benzin,volkswagen
"BMW_730d_VOLLAUSSTATTUNG__E38_""2.Hand""",privat,Angebot,5900,test,limousine,1999,automatik,184,7er,150000,10,diesel,bmw
Audi_A6_3.0_TDI_competition_S_Line_LED_BOSE,privat,Angebot,56900,control,limousine,2015,automatik,326,a6,5000,7,diesel,audi
Volkswagen_Golf_2.0,privat,Angebot,1100,control,limousine,2000,manuell,116,golf,150000,4,benzin,volkswagen
Mercedes_Benz_CLS_350_CDI_4Matic_7G_TRONIC,privat,Angebot,48000,test,coupe,2014,automatik,265,andere,80000,10,diesel,mercedes_benz
Renault_Clio_III_Sport_RS_201,privat,Angebot,8400,control,kleinwagen,2009,manuell,201,clio,70000,6,benzin,renault
Tausche_Youngtimer_Audi_80_mit_knapp_62000_km,privat,Angebot,1,test,limousine,1990,manuell,90,80,70000,6,benzin,audi
VW_Golf_IV_1.4_16V_Motorschaden?,privat,Angebot,800,test,limousine,1998,manuell,75,golf,150000,5,benzin,volkswagen
Mercedes_Benz_ML_350_CDI_4Matic_7G_TRONIC_DPF_BRABUS_AMG,privat,Angebot,27500,test,suv,2009,automatik,224,m_klasse,150000,12,diesel,mercedes_benz
Volkswagen_Touran_1.4_TSI_Highline_R_Line_7Sitze/Standheiz.,privat,Angebot,14950,test,bus,2009,manuell,140,touran,70000,3,benzin,volkswagen
BMW_Z4_roadster_2.2i,privat,Angebot,14900,control,cabrio,2004,manuell,170,z_reihe,70000,6,benzin,bmw
BMW_535i,privat,Angebot,2950,control,limousine,1998,automatik,235,5er,150000,5,benzin,bmw
Audi_80_coupe_top_gepflegt_2_0,privat,Angebot,1500,control,coupe,1994,manuell,116,,150000,8,,audi
VW_Tiguan_2.0_TDI_DPF_BlueMotion_Technology,privat,Angebot,12000,control,suv,2011,manuell,101,tiguan,150000,7,diesel,volkswagen
Mercedes_Benz_C_220_T_CDI_Elegance,privat,Angebot,2500,control,kombi,2001,automatik,150,c_klasse,150000,11,diesel,mercedes_benz
Volkswagen_Golf_4_Cabrio_2.0l_Benzin,privat,Angebot,2400,test,cabrio,2001,,115,golf,150000,8,benzin,volkswagen
Hyundai_i30_Withe_Edition,privat,Angebot,4600,test,,2017,manuell,109,i_reihe,125000,0,benzin,hyundai
Mitsubishi_3000_GT,privat,Angebot,6000,test,coupe,1995,manuell,286,andere,150000,4,benzin,mitsubishi
Ford_Fiesta_1.6_TDCi_Titanium,privat,Angebot,8950,control,kleinwagen,2012,manuell,95,fiesta,60000,1,diesel,ford
Opel_corsa_Topp_mit_1_Jahr_tuev,privat,Angebot,590,control,limousine,1996,manuell,0,corsa,150000,0,,opel
Ford_Fiesta_aus_1._Hand_mit_Getriebeschaden,privat,Angebot,150,test,,2016,automatik,75,fiesta,50000,1,benzin,ford
Ford_Mustang,privat,Angebot,18700,test,coupe,2009,automatik,213,mustang,80000,8,benzin,ford
VW_Polo_1_2_Match_Plus_Teilleder_Panorama_SHZ_PDC_Klimaautomatik,privat,Angebot,9500,test,limousine,2012,manuell,69,polo,50000,11,benzin,volkswagen
Volkswagen_Passat_3c_CC_2.0_TDI_DSG,privat,Angebot,11550,control,coupe,2009,automatik,140,passat,125000,12,diesel,volkswagen
Renault_Grand_Espace,privat,Angebot,1250,control,,2017,,0,espace,150000,8,benzin,renault
BMW_316i,privat,Angebot,2400,test,limousine,1989,manuell,102,3er,150000,10,benzin,bmw
VWTiguan_sehr_gepflegt,privat,Angebot,16150,test,suv,2011,manuell,150,tiguan,30000,4,benzin,volkswagen
Sharan_dti,privat,Angebot,3400,control,bus,2000,manuell,0,sharan,150000,10,diesel,volkswagen
Audi_1.Hand_Navi_Leder_Xenon,privat,Angebot,3000,test,coupe,2000,manuell,179,tt,150000,2,benzin,audi
Volkswagen_Golf_1.9_TDI_Comfortline,privat,Angebot,5500,test,limousine,2004,manuell,90,golf,150000,10,diesel,volkswagen
Mazda_6._Scheckheft,privat,Angebot,2000,test,limousine,2004,manuell,122,6_reihe,5000,7,diesel,mazda
Twingo_1_2,privat,Angebot,300,control,kleinwagen,1998,manuell,58,twingo,125000,11,,renault
Verkaufe_Renault_Megane_Classic_mit_Klima,privat,Angebot,890,control,limousine,2000,manuell,107,megane,150000,6,benzin,renault
Honda_jazz_1.4___5trg__mod_2006___klimatron___euro4___faehrt_super,privat,Angebot,2390,test,,2016,,83,jazz,150000,12,benzin,honda
Mercedes_Benz_A_klasse,privat,Angebot,1450,control,,2017,,0,a_klasse,150000,8,benzin,mercedes_benz
Astra_G__neu_TÜV,privat,Angebot,1699,control,limousine,1999,,75,astra,150000,12,benzin,opel
Mitsubishi_L_300,privat,Angebot,2899,test,bus,1996,manuell,69,andere,150000,9,diesel,mitsubishi
Volkswagen_Golf_1.4_Comfortline,privat,Angebot,4800,test,limousine,2004,manuell,75,golf,80000,12,benzin,volkswagen
Peugeot_308_175_THP_Sport_Plus__Navi__Panorama__Teilled.,privat,Angebot,6799,test,limousine,2008,manuell,174,3_reihe,90000,9,benzin,peugeot
VW_Touran___1.9_Diesel___6_Gang_Getriebe,privat,Angebot,3400,test,bus,2003,manuell,100,touran,150000,0,diesel,volkswagen
Opel_Astra_H_TÜV_neu,privat,Angebot,2650,test,limousine,2004,manuell,125,astra,150000,6,benzin,opel
Renault_Clio_1.6_16_V,privat,Angebot,1000,test,kleinwagen,1999,manuell,107,clio,150000,6,benzin,renault
Audi_a3_8l,privat,Angebot,800,test,coupe,1997,manuell,125,a3,150000,0,benzin,audi
Audi_A4_Cabriolet_3.0,privat,Angebot,5299,test,cabrio,2002,manuell,220,a4,150000,4,benzin,audi
Mercedes_Benz_E_220,privat,Angebot,7150,test,limousine,2002,manuell,150,e_klasse,150000,3,diesel,mercedes_benz
Tauache_90ccm_roller_gegen_auto,privat,Angebot,200,control,,2009,,0,,10000,0,,sonstige_autos
Citroën_c4_Coupé_TÜV_2017,privat,Angebot,2300,control,coupe,2006,manuell,88,c4,150000,6,benzin,citroen
Biete_BMW_318_i_Kombi_auch_Tausch,privat,Angebot,1600,test,kombi,1999,manuell,0,,150000,6,benzin,bmw
Opel_Corsa._1_Jahr_Tuev.,privat,Angebot,350,test,,2017,,0,corsa,150000,0,benzin,opel
VW_Golf_Plus_DPF_140_PS_Rentnerfahrzeug,privat,Angebot,5500,control,bus,2006,manuell,140,golf,150000,8,diesel,volkswagen
Fiat_Panda_4x4_Raritaet,privat,Angebot,4400,test,kleinwagen,1997,manuell,54,panda,125000,7,benzin,fiat
Audi_A3_2.0_TDI_Sportback_DPF,privat,Angebot,7950,control,limousine,2008,manuell,140,a3,150000,10,diesel,audi
BMW_Z4_Coupe_3.0si_/Sommerfahrzeug,privat,Angebot,16500,test,coupe,2007,manuell,265,z_reihe,150000,3,benzin,bmw
BMW_Z4_roadster_2.2i_Automatik_Prof_Navi,privat,Angebot,8100,control,cabrio,2004,automatik,170,z_reihe,150000,9,benzin,bmw
VW_Buss_T5_Kastenwagen_mit_Klima_und_Anhaengerkupplung,privat,Angebot,3999,control,,2017,manuell,85,transporter,150000,10,diesel,volkswagen
Volkswagen_up!_ASG_high_up!,privat,Angebot,9750,test,kleinwagen,2013,automatik,75,up,60000,7,benzin,volkswagen
Mazda_3_2.2_MZR_CD_DPF_Sports_Line,privat,Angebot,7700,test,limousine,2009,manuell,185,3_reihe,150000,5,diesel,mazda
PEUGEOT_306_Cabriolet_1_6_Saint_Tropez,privat,Angebot,2500,control,cabrio,1999,manuell,88,3_reihe,150000,6,benzin,peugeot
Smart_smart_&_passion,privat,Angebot,1195,control,kleinwagen,1999,automatik,54,fortwo,125000,11,benzin,smart
Renault_Clio_Grandtour_1.2_16V_75_Dynamique,privat,Angebot,9790,control,kombi,2014,manuell,73,clio,30000,4,benzin,renault
Renault_Clio,privat,Angebot,1849,control,kleinwagen,1999,manuell,54,clio,90000,7,benzin,renault
Smart_Fortwo_Coupe_cdi__schwarz_,privat,Angebot,3300,test,kleinwagen,2006,automatik,41,fortwo,125000,8,diesel,smart
Volkswagen_Transporter_T4_70B_1F2,privat,Angebot,650,control,kombi,1991,manuell,77,transporter,150000,7,diesel,volkswagen
Toyota_Celica_GT,privat,Angebot,2600,control,coupe,1998,manuell,170,andere,150000,10,benzin,toyota
Mercedes_Benz_C_220_T_CDI_Avantgarde,privat,Angebot,11700,control,kombi,2008,manuell,170,andere,150000,7,diesel,mercedes_benz
renault_gebraucht,privat,Angebot,600,test,bus,1998,manuell,90,scenic,150000,6,benzin,renault
Hyundai_i30cw_1.4_Cl._Sparauto_LPG_Gas__1._Hand_scheckh.,privat,Angebot,4950,control,kombi,2009,manuell,109,i_reihe,150000,9,benzin,hyundai
LUPO_1.0_LPG_super_sparsam___8fach_bereift___TÜV_NEU_bis_03/2018!,privat,Angebot,1600,test,kleinwagen,2003,manuell,50,lupo,150000,3,benzin,volkswagen
BMW_3er_318_Ci_Edition_Exclusive_M_Technic_CABRIO_8500€,privat,Angebot,8499,control,cabrio,2006,manuell,150,3er,150000,3,benzin,bmw
Fiat_Sicento_Abart,privat,Angebot,1650,control,,2017,manuell,0,seicento,60000,5,benzin,fiat
Volkswagen_Golf_1.6,privat,Angebot,1700,control,limousine,1999,manuell,101,golf,150000,6,benzin,volkswagen
Kia_Ceed_1.4_CVVT_Attract_blau_metallic_SHZ_HU_2_/17,privat,Angebot,5750,control,limousine,2010,manuell,90,ceed,100000,2,benzin,kia
Renault_Kangoo_1.2_16V_Authentique,privat,Angebot,600,test,bus,2001,manuell,75,kangoo,150000,12,benzin,renault
Sehr_sauber_vw_polo_Mit_klimaanlage,privat,Angebot,0,control,,2005,,0,polo,150000,0,benzin,volkswagen
520_Navi__Klima___Automatik...,privat,Angebot,8700,test,limousine,2004,automatik,170,5er,150000,1,benzin,bmw
Mercedes_Benz_E220CDI_Kombi_Automatik,privat,Angebot,1200,control,kombi,1999,automatik,125,c_klasse,150000,2,diesel,mercedes_benz
Mazda_5_1.6_MZ_CD_Sendo,privat,Angebot,18880,test,bus,2014,manuell,116,5_reihe,20000,11,diesel,mazda
BMW_520d_Touring_Aut.,privat,Angebot,11200,control,kombi,2008,automatik,177,5er,150000,7,diesel,bmw
Camaro_3.4_..V6,privat,Angebot,3550,test,limousine,1993,manuell,0,andere,125000,11,benzin,chevrolet
Seat_Ibiza_Sport,privat,Angebot,3900,control,kleinwagen,2003,manuell,75,ibiza,125000,2,benzin,seat
BMW_118d_DPF,privat,Angebot,13849,test,limousine,2010,manuell,143,1er,80000,12,diesel,bmw
Skoda_Yeti_1.2_TSI_Ambition,privat,Angebot,13200,control,suv,2013,manuell,105,yeti,40000,3,benzin,skoda
Skoda_Fabia_1.4_16V_Combi_Elegance,privat,Angebot,2500,control,kombi,2001,manuell,101,fabia,125000,8,benzin,skoda
Skoda_Fabia_1.2_HTP_Cool_Edition,privat,Angebot,2550,test,kleinwagen,2006,manuell,54,fabia,150000,4,benzin,skoda
Skoda_Octavia_Combi_1.6_Gas_1.hand__Scheckheft,privat,Angebot,3900,test,kombi,2006,manuell,102,octavia,150000,11,lpg,skoda
BMW_330i,privat,Angebot,2450,test,limousine,2001,manuell,231,3er,150000,11,benzin,bmw
Opel_Corsa_B_1.2_TÜV_11/16_Webasto_Standheizung,privat,Angebot,500,control,kleinwagen,1996,manuell,45,corsa,70000,4,benzin,opel
Volkswagen_Passat_Variant_1.9_TDI,privat,Angebot,750,control,kombi,1998,manuell,90,passat,150000,12,diesel,volkswagen
Opel_Zafira_irmscher,privat,Angebot,1799,control,bus,1999,automatik,116,zafira,150000,7,benzin,opel
Golf_3_mit_gas_Anlage,privat,Angebot,950,control,kleinwagen,1997,manuell,0,golf,150000,6,,volkswagen
Seat_Mii_1.0_Style_Salsa_Sport_Navi__Klima__Tempom...,privat,Angebot,8150,control,kleinwagen,2012,manuell,75,mii,60000,11,benzin,seat
Mazda_RX_8,privat,Angebot,3900,test,coupe,2004,manuell,192,rx_reihe,125000,7,benzin,mazda
Peugeot_107_Klima,privat,Angebot,5500,test,kleinwagen,2012,manuell,68,,40000,12,,peugeot
Opel_Corsa_1.4_ecoFLEX_Start/Stop_Color_Edition,privat,Angebot,9999,control,kleinwagen,2014,manuell,90,corsa,20000,9,benzin,opel
Vw_golf_2_TÜV_neu_!!,privat,Angebot,1050,test,,2018,,0,golf,150000,0,,volkswagen
!!!_Ford_Mondeo__mit_TÜV___das_ist_wichtig_Tausche__auch_!!!,privat,Angebot,500,control,kombi,2001,manuell,131,mondeo,150000,12,diesel,ford
VW_Golf_1.8_Autogas_mit_Benzin_4_Tuere,privat,Angebot,699,control,limousine,1992,manuell,66,golf,150000,10,lpg,volkswagen
opel_astra_f_cabriolet,privat,Angebot,999,control,cabrio,1994,manuell,115,astra,150000,3,benzin,opel
Audi_A6_4B_4_2_V8,privat,Angebot,6250,test,limousine,2003,,299,a6,150000,3,benzin,audi
Volkswagen_T2_Bus,privat,Angebot,10000,control,bus,1976,,0,transporter,5000,0,benzin,volkswagen
Peugeot__F__206_mit_Motorschaden,privat,Angebot,300,control,kleinwagen,2001,manuell,0,,150000,5,benzin,peugeot
BMW_635_CSi_!_Top_gepflegt_!_H_Kennz._!_TÜV_2017,privat,Angebot,16500,test,coupe,1983,manuell,218,6er,150000,10,benzin,bmw
Ford_Focus_1.8__FFV__flexifuel_Style,privat,Angebot,6500,control,limousine,2007,manuell,125,focus,125000,9,andere,ford
Corvette_Z06,privat,Angebot,49500,test,cabrio,2013,,0,,10000,6,benzin,sonstige_autos
Renault_Modus,privat,Angebot,1200,control,,2016,manuell,75,modus,150000,0,benzin,renault
Golf_Cabrio,privat,Angebot,1480,test,cabrio,2000,manuell,74,golf,150000,6,benzin,volkswagen
Fiat_Punto_188_SX__97.000km__TÜV__8_Fach_Bereifung__MP3_Radio,privat,Angebot,1490,control,kleinwagen,2000,manuell,60,punto,100000,6,benzin,fiat
Opel_Astra_1.7_CDTI_Caravan_DPF_Catch_me_now,privat,Angebot,3200,control,kombi,2008,manuell,110,astra,150000,5,diesel,opel
Audi_A6_Avant_2.5_TDI_TÜV_10.2017,privat,Angebot,3250,control,kombi,2003,manuell,163,a6,150000,4,diesel,audi
Volkswagen_Fox_1.2__KLIMA,privat,Angebot,3400,test,kleinwagen,2006,manuell,54,fox,70000,6,benzin,volkswagen
Renault_Twingo_mit_Faltdach,privat,Angebot,1100,test,kleinwagen,2002,manuell,58,twingo,150000,5,benzin,renault
Opel_Vectra_2.2_DTI,privat,Angebot,1750,test,limousine,2002,manuell,125,vectra,150000,4,diesel,opel
VW_Passat_2l_TDI_DSG_Automatik,privat,Angebot,3300,test,kombi,2006,automatik,140,passat,150000,11,diesel,volkswagen
Chevrolet_Matiz_0.8_SE,privat,Angebot,1350,test,kleinwagen,2005,manuell,52,matiz,150000,6,benzin,chevrolet
Fiat_Panda_1.2_4x4_Climbing,privat,Angebot,8250,control,kleinwagen,2012,manuell,69,panda,80000,2,benzin,fiat
Vw_beetle_highline_2_0_l_lederausstattung_+++,privat,Angebot,2500,test,kleinwagen,2000,manuell,115,beetle,150000,1,benzin,volkswagen
Audi_A6_Avant_2.5_TDI_GRÜNE_Plakette_VOLL,privat,Angebot,3999,test,kombi,2004,automatik,163,a6,150000,3,diesel,audi
Mercedes_Benz_ML_63_AMG_4Matic_7G_TRONIC,privat,Angebot,21500,test,suv,2007,automatik,510,m_klasse,150000,4,lpg,mercedes_benz
BMW_118i,privat,Angebot,7000,test,limousine,2007,manuell,143,1er,150000,9,benzin,bmw
Renault_Grand_Scenic__7_Sitzer__EURO_4,privat,Angebot,2950,test,bus,2005,manuell,131,andere,150000,6,diesel,renault
Hyundai_i20,privat,Angebot,4850,control,kleinwagen,2010,manuell,77,i_reihe,100000,12,benzin,hyundai
Fiat_Punto_1.2,privat,Angebot,1100,test,kleinwagen,2000,manuell,60,punto,60000,6,benzin,fiat
Opel_Vectra_2_2_GTS_Tuev_12/2017,privat,Angebot,3600,control,limousine,2003,manuell,147,vectra,125000,4,benzin,opel
Volkswagen_Golf_1.4_Comfortline,privat,Angebot,7750,control,limousine,2009,manuell,80,golf,125000,9,benzin,volkswagen
VW_Polo_1.2_*sehr_gepflegter_Zustand*,privat,Angebot,2950,test,kleinwagen,2004,manuell,54,polo,90000,12,benzin,volkswagen
Opel_corsa_Unfallfahrzeug,privat,Angebot,400,test,,2017,manuell,65,corsa,150000,3,benzin,opel
BMW_520d_Touring_Aut.___NAVI___AHK___Scheckheft,privat,Angebot,6880,test,kombi,2007,automatik,150,5er,150000,9,diesel,bmw
Volkswagen_Golf_Plus_DSG_Navi,privat,Angebot,5600,control,bus,2008,automatik,140,golf,150000,7,diesel,volkswagen
Volkswagen_Golf_1.2TSI_BlueMotion_Technology_DSG_NEUWAGENGARANTIE,privat,Angebot,10550,test,limousine,2012,automatik,105,golf,60000,10,benzin,volkswagen
Mercedes_Benz_A_180__BlueEFFICIENCY_,privat,Angebot,17500,test,limousine,2013,manuell,122,a_klasse,40000,11,benzin,mercedes_benz
Seat_Ibiza_1.4,privat,Angebot,999,control,kleinwagen,1999,manuell,60,ibiza,150000,4,benzin,seat
Opel_Astra_Automatik,privat,Angebot,3400,control,,2018,,0,astra,150000,8,benzin,opel
Opel_Astra_Kombi_mit_Anhaengerkupplung,privat,Angebot,2000,control,kombi,1998,manuell,115,astra,150000,12,benzin,opel
Citroen__c1,privat,Angebot,2350,test,,2006,,0,c1,5000,0,andere,citroen
Astra_Gsi_C20let_3xxPs_Eds_F28,privat,Angebot,6250,control,,2016,manuell,310,astra,150000,0,,opel
Audi_A4_1.8,privat,Angebot,2700,control,limousine,1999,manuell,125,a4,125000,7,benzin,audi
Opel_Corsa_Grand_Slam,privat,Angebot,500,test,kleinwagen,1995,manuell,45,corsa,150000,5,benzin,opel
Smart_smart_fortwo_cabrio_pulse_micro_hybrid_drive,privat,Angebot,5555,control,cabrio,2010,automatik,71,fortwo,90000,3,benzin,smart
Mercedes_Benz_A_160_BlueEFFICIENCY_Avantgarde,privat,Angebot,8450,test,limousine,2010,manuell,95,a_klasse,70000,12,benzin,mercedes_benz
Opel_Astra_G_Cabrio,privat,Angebot,2750,control,cabrio,2001,manuell,147,astra,150000,9,benzin,opel
Opel_corsa_b_tuev_3.2018,privat,Angebot,650,control,kleinwagen,1997,manuell,45,corsa,150000,1,benzin,opel
Ford_Focus_Trend,privat,Angebot,680,control,limousine,2000,manuell,75,focus,150000,5,benzin,ford
Opel_Corsa_B___________AHK,privat,Angebot,444,test,kleinwagen,1995,manuell,45,corsa,150000,1,benzin,opel
Peugeot_207_75,privat,Angebot,4650,test,kleinwagen,2009,manuell,73,2_reihe,70000,10,benzin,peugeot
Kia_Rio_1.4_EX,privat,Angebot,4450,control,kleinwagen,2007,manuell,97,rio,70000,6,benzin,kia
Nissan_Micra_1.2_Tuev_Neu_Maerz_2018_OHNE_MÄNGEL_Top_Zustand,privat,Angebot,1999,control,kleinwagen,2003,manuell,65,micra,80000,6,benzin,nissan
